applicant_name,age,gender,marital_status,dependents,education,employment_type,years_of_employment,monthly_income,bank_balance,existing_emi,existing_loan_amount,debt_to_income_ratio,credit_score,credit_history,previous_defaults,loan_amount_requested,loan_tenure,loan_purpose,collateral_value,property_area,loan_status,loan_to_income_ratio,collateral_to_loan_ratio,net_disposable_income,income_per_dependent
658,48,0,0,2,0,2,8.3,72531.2,77149.65,14233.1,651274.77,19.62,738,1,1,652784.33,360,6,892069.3,2,1,0.7500040557259038,1.36656053002988,58298.1,24177.066666666666
479,56,1,1,0,0,3,27.3,36416.78,271107.75,17465.69,918601.16,47.96,523,0,3,3744420.47,36,2,120.14,0,0,8.568441228649723,3.208507189899002e-05,18951.09,36416.78
179,34,1,0,2,0,2,5.7,43712.36,46106.45,16942.82,445875.42,38.76,627,1,0,604942.36,180,6,976136.13,2,1,1.1532633638022136,1.613601881012267,26769.54,14570.786666666667
492,38,1,0,0,0,3,3.7,22270.29,169481.94,3760.26,185760.48,16.88,533,1,0,1001595.48,180,2,1342796.05,1,1,3.747876206371808,1.3406570584763422,18510.03,22270.29
1104,38,1,0,0,1,3,6.8,41946.22,108234.25,5452.62,271244.11,13.0,482,0,3,4977307.3,12,2,8809835.72,2,0,9.88827141833837,1.770000361440412,36493.6,41946.22
204,23,1,1,0,1,2,0.9,76659.74,263580.35,10903.46,508686.71,14.22,645,1,2,3676632.22,60,2,3105087.37,1,1,3.9967004627635485,0.8445466351268607,65756.28,76659.74
187,54,0,0,1,0,2,27.2,34136.71,211221.33,10077.89,124168.68,29.52,444,0,1,3715885.99,36,2,5384324.46,1,0,9.071089915616746,1.4490015233217637,24058.82,17068.355
40,45,1,0,0,0,2,23.0,38180.48,99825.34,18985.86,370153.72,49.73,612,1,0,657246.52,120,5,1076064.14,1,0,1.434516887512502,1.6372306391215277,19194.620000000003,38180.48
15,42,1,0,3,0,4,0.0,90153.75,683810.87,4547.99,250163.32,5.04,471,0,0,6220792.92,60,2,8431972.61,2,0,5.75017023695631,1.3554498145873017,85605.76,22538.4375
982,65,1,0,1,0,0,29.2,59235.93,352337.75,5548.09,108896.25,9.37,300,0,3,364286.76,24,3,2564.89,1,0,0.512480010020945,0.007040854298410406,53687.84,29617.965
528,29,0,0,1,0,3,5.8,87846.93,188722.69,32446.18,1484626.94,36.93,741,1,0,604196.62,180,1,3266.54,1,1,0.5731528504562805,0.005406418857490464,55400.74999999999,43923.465
904,64,0,0,0,0,2,33.8,63714.26,130264.36,13200.34,222593.24,20.72,761,1,0,694719.56,480,6,712508.31,0,1,0.9086395520667849,1.0256056558994826,50513.92,63714.26
710,51,0,1,0,0,0,8.4,253597.18,745211.29,42430.4,907765.0,16.73,683,1,0,1203809.1,360,5,2340.1,2,1,0.39557784120470113,0.0019439128679123623,211166.78,253597.18
617,30,0,0,1,1,3,8.9,138390.52,722871.78,3378.32,75884.13,2.44,708,1,0,2383087.5,180,6,3553300.13,0,1,1.4350016532924368,1.491048956448305,135012.19999999998,69195.26
29,51,0,0,1,0,0,1.9,50567.36,383582.69,11149.42,457312.22,22.05,581,0,0,5685993.2,12,2,6929346.45,0,0,9.370328343553364,1.218669492956833,39417.94,25283.68
44,55,0,0,0,0,2,32.9,74128.44,445631.81,6439.88,321900.98,8.69,663,1,0,8154221.39,24,2,10566752.65,0,1,9.166771203692761,1.2958628598137683,67688.56,74128.44
903,37,1,1,0,0,2,10.5,32185.34,20607.28,10999.33,561903.84,34.17,567,0,0,546506.69,12,6,669268.82,2,0,1.4149990078298587,1.2246306079071054,21186.010000000002,32185.34
669,36,0,0,2,1,2,16.4,84070.33,662285.73,48762.64,1727164.76,58.0,737,1,0,9605170.19,120,2,2440.48,2,1,9.520967137474857,0.00025407982906339323,35307.69,28023.443333333333
729,58,0,1,0,0,3,19.3,41236.29,265985.64,10001.58,414026.7,24.25,455,1,0,970852.74,60,6,4330.25,1,1,1.9619707544010385,0.004460254188498248,31234.71,41236.29
91,28,1,0,0,0,4,0.0,10000.0,38630.8,1970.27,26202.03,19.7,564,0,0,726913.93,12,0,848275.99,2,0,6.0576160833333335,1.1669551992214537,8029.73,10000.0
859,21,1,1,0,0,2,2.0,163119.88,979244.87,115932.98,3000000.0,71.07,594,0,0,538804.68,300,5,874868.1,2,1,0.27526007253070567,1.623720306215603,47186.90000000001,163119.88
616,50,0,0,2,0,3,22.5,201228.33,426893.91,48212.11,1859799.45,23.96,596,1,0,730853.6,60,5,1224000.54,1,1,0.3026634801703451,1.6747547525249928,153016.21999999997,67076.11
825,61,1,1,1,1,1,32.1,49177.27,30011.1,25487.91,1100368.66,51.83,590,0,0,803687.07,60,5,4382.07,2,0,1.3618877684751511,0.0054524580070698415,23689.359999999997,24588.635
348,43,1,0,0,0,3,8.5,23892.11,51991.88,12241.55,253391.71,51.24,742,1,0,1512720.49,180,2,2799.83,1,1,5.276220511011097,0.0018508574574804628,11650.560000000001,23892.11
636,27,1,1,0,0,2,4.2,234036.4,1340981.66,57021.95,2561377.8,24.36,644,1,2,752738.69,60,1,452.8,2,1,0.2680276408570063,0.0006015367696856396,177014.45,234036.4
660,45,1,0,3,0,0,25.2,262936.9,1104902.63,143826.45,3000000.0,54.7,427,1,4,10000000.0,36,0,15000000.0,1,0,3.169328205106751,1.5,119110.45000000001,65734.225
687,32,1,0,0,0,0,0.3,50946.49,148952.96,17119.23,706125.78,33.6,665,1,0,4080807.4,120,2,2042.19,2,1,6.674989451350492,0.0005004377320037206,33827.259999999995,50946.49
102,58,1,0,2,1,2,0.9,75787.34,473902.45,30467.84,834556.55,40.2,748,0,2,935529.4,360,5,2180.01,2,0,1.0286781846853754,0.0023302421067686384,45319.5,25262.446666666667
205,48,1,1,0,0,4,0.0,10000.0,64531.87,4560.09,112669.25,45.6,625,0,1,741337.6,24,0,1174177.66,1,0,6.177813333333333,1.583863627043873,5439.91,10000.0
966,36,1,1,0,1,2,11.7,59802.86,183420.46,6762.29,162700.81,11.31,756,1,0,2782858.35,60,0,3452512.36,2,1,3.8778222730484795,1.2406353201556233,53040.57,59802.86
925,49,1,0,2,1,2,5.6,84175.62,641682.59,28494.82,1046779.57,33.85,779,1,0,5024555.0,240,2,5904567.43,1,1,4.9742777857373275,1.1751423618609012,55680.799999999996,28058.539999999997
538,51,1,0,3,0,2,12.4,113688.2,161901.07,26847.09,954717.88,23.61,699,0,2,7877589.54,180,2,10572198.28,1,1,5.774265007274282,1.3420600586407299,86841.11,28422.05
576,51,1,1,1,0,0,22.2,217506.71,1698768.96,93436.81,1846547.71,42.96,533,0,0,9684859.63,24,2,14674727.62,1,0,3.7105597148397553,1.5152235737669641,124069.9,108753.355
880,37,1,0,1,0,2,7.0,103808.53,467075.66,6742.64,67913.98,6.5,603,0,0,10000000.0,360,2,15000000.0,2,1,8.027599787159431,1.5,97065.89,51904.265
401,46,0,0,2,0,3,4.6,123378.63,861164.34,21848.75,1198129.11,17.71,728,1,0,2465414.84,24,1,1288.47,2,1,1.6652092559843357,0.0005226179298896408,101529.88,41126.21
768,22,1,1,0,0,1,29.8,40227.94,154643.12,11625.43,520994.94,28.9,741,0,2,379008.65,120,3,3322.22,2,0,0.7851273062122164,0.008765551920780698,28602.510000000002,40227.94
82,39,0,0,0,0,0,10.4,145956.6,452661.01,31091.14,1598618.99,21.3,654,0,0,10000000.0,240,2,12145901.65,2,0,5.709459752647932,1.214590165,114865.46,145956.6
665,38,0,1,1,0,4,0.0,10000.0,28241.88,3564.85,168155.74,35.65,625,0,0,455589.45,180,2,659300.26,1,0,3.79657875,1.4471368026630116,6435.15,5000.0
99,45,1,0,1,0,2,10.1,161537.42,818746.46,46114.24,649697.58,28.55,649,1,0,1231079.26,300,4,1033042.98,2,1,0.6350846654189062,0.8391360439294542,115423.18000000002,80768.71
1123,63,1,0,1,0,2,22.0,60660.32,164100.61,6887.85,314108.87,11.35,656,0,0,7068962.38,360,2,4570.93,2,1,9.711129092845757,0.0006466196528266148,53772.47,30330.16
885,63,1,1,1,1,2,8.8,61942.24,351044.4,15276.55,160891.26,24.66,531,1,0,1070456.52,12,6,2706.74,2,1,1.4401272863235168,0.0025285847200968046,46665.69,30971.12
122,42,1,1,0,0,2,3.3,72680.99,259785.46,25116.75,1259729.33,34.56,802,1,0,5402519.68,180,2,2773.7,0,1,6.194329126960616,0.0005134085878980084,47564.240000000005,72680.99
353,50,0,0,3,0,2,28.6,29256.29,54683.25,18857.81,442027.27,64.46,726,1,0,1307025.86,360,2,1732137.75,1,1,3.7229198120016815,1.3252513228774219,10398.48,7314.0725
208,25,0,1,0,0,2,2.8,55686.86,279122.88,5339.55,65013.72,9.59,668,1,0,3608394.59,60,0,3748741.47,0,1,5.399829495982834,1.038894548946766,50347.31,55686.86
1053,42,0,0,0,0,3,4.3,52765.43,37979.03,18059.26,727289.8,34.23,709,1,0,790456.71,24,5,3051.44,2,1,1.248381610838763,0.003860350556072831,34706.17,52765.43
958,51,0,0,0,0,3,3.2,42574.31,191816.24,9364.43,534222.7,22.0,766,1,0,676819.12,12,5,700324.97,2,1,1.3247799749034883,1.0347298846994748,33209.88,42574.31
321,51,0,0,3,0,2,1.7,58736.21,98917.6,9470.11,553584.17,16.12,511,0,3,1461470.57,180,6,2101576.21,2,0,2.073494598420066,1.4379873622771615,49266.1,14684.0525
728,64,0,0,0,1,3,22.7,91732.93,135009.67,13547.74,469191.02,14.77,548,0,0,819465.81,360,5,3707.84,1,1,0.7444307894667707,0.004524703721318159,78185.18999999999,91732.93
586,41,1,0,3,0,2,21.9,59409.15,444106.19,18313.89,679443.3,30.83,686,1,0,1079513.93,480,5,1513663.51,2,1,1.5142363451870067,1.4021713550282766,41095.26,14852.2875
652,61,1,1,0,1,2,11.7,82279.64,611008.17,45501.13,578220.7,55.3,596,0,1,1084709.49,180,6,979.81,1,0,1.0986005468667583,0.0009032925488648577,36778.51,82279.64
157,65,1,0,0,0,3,28.3,113416.55,559470.86,10038.65,132591.0,8.85,539,0,2,1948816.83,12,1,3012603.52,0,1,1.4319021562549734,1.5458628402752452,103377.90000000001,113416.55
56,46,1,0,2,1,2,26.9,114826.77,388338.16,15305.28,631027.79,13.33,415,0,5,5000970.4,36,2,5980280.96,1,0,3.629358670746668,1.1958241064574187,99521.49,38275.590000000004
402,25,1,1,0,0,1,31.7,62860.54,437184.12,26756.22,511226.57,42.56,701,0,0,1065402.0,480,6,1196751.37,2,0,1.4123884395520625,1.123286205582494,36104.32,62860.54
220,37,1,1,0,1,2,8.2,165898.27,120322.29,11240.99,584434.39,6.78,759,1,0,7742078.74,36,0,11747254.58,1,1,3.8889689948745905,1.5173256401161324,154657.28,165898.27
459,55,0,0,1,0,4,0.0,21497.56,82470.43,6612.9,143046.08,30.76,540,0,3,276913.39,180,6,2025.03,1,0,1.0734295349487724,0.0073128641413837,14884.660000000002,10748.78
1067,47,1,0,1,0,2,23.0,48318.5,242807.83,6026.88,199896.9,12.47,693,0,0,347693.72,180,3,472721.19,2,0,0.5996559633818654,1.3595908203346325,42291.62,24159.25
1040,63,0,0,1,1,3,10.8,159449.76,358521.14,39463.13,440610.24,24.75,543,1,0,1010778.49,12,3,1772398.43,1,1,0.5282638295180458,1.7534983654034821,119986.63,79724.88
661,57,1,0,2,0,2,32.6,79979.05,583152.24,6230.84,356678.19,7.79,735,1,0,4937950.25,60,0,6293239.79,2,1,5.1450455358830425,1.274463992422767,73748.21,26659.683333333334
292,23,1,0,1,0,3,1.1,114138.53,894690.9,21982.14,989047.2,19.26,570,1,0,5771459.76,360,2,3684.63,2,1,4.21378284791297,0.0006384225400888874,92156.39,57069.265
420,59,0,0,0,1,2,19.8,65507.79,443712.25,34917.2,762456.42,53.3,601,0,2,1085630.92,180,1,3155.12,2,0,1.3810455723408366,0.002906254733422663,30590.590000000004,65507.79
1058,37,1,0,1,0,2,9.6,75293.12,558041.67,37889.66,419940.36,50.32,717,1,2,882228.7,60,0,798658.84,2,1,0.9764379312921729,0.9052741539693733,37403.45999999999,37646.56
1038,57,0,1,0,1,3,18.1,57458.86,427166.2,13780.14,211997.66,23.98,554,0,1,1084877.63,360,0,1936016.72,1,0,1.5734121624875024,1.7845484748358211,43678.72,57458.86
623,43,0,0,0,0,0,15.2,42410.29,57206.77,15891.96,313258.22,37.47,725,1,0,165366.47,60,5,1572.69,1,1,0.32493385842602507,0.00951033181031197,26518.33,42410.29
57,41,1,1,0,0,2,10.9,63957.13,254428.91,16204.79,852969.81,25.34,476,1,0,781955.35,120,1,1056.1,1,1,1.018853501295842,0.0013505886237622135,47752.34,63957.13
613,24,1,1,0,0,1,17.9,86201.59,575246.2,33425.76,1376999.46,38.78,799,0,1,1583191.05,60,1,2120.71,2,0,1.5305122272106584,0.0013395161626261088,52775.829999999994,86201.59
1001,26,1,1,1,0,3,7.2,100881.3,628392.17,47391.99,2220735.4,46.98,696,1,0,1560838.82,300,5,458.15,2,1,1.2893360976381814,0.00029352806588959644,53489.310000000005,50440.65
251,47,1,0,0,0,2,28.9,58405.06,206495.2,19723.57,1143455.64,33.77,559,1,1,1145085.73,180,4,2623.86,0,1,1.6338278024769315,0.002291409220513123,38681.49,58405.06
793,46,0,0,2,0,3,10.2,47256.97,350377.99,18067.48,564906.7,38.23,551,1,1,2433761.43,60,2,487.09,1,0,4.2917151163098275,0.00020013876216289612,29189.49,15752.323333333334
682,45,0,0,0,0,2,6.9,62014.15,92649.97,15373.57,581437.57,24.79,636,0,0,4756880.44,180,2,6348565.72,1,0,6.392197640914748,1.3346069551413824,46640.58,62014.15
990,28,1,1,0,0,0,1.3,27047.21,79778.92,11411.47,328840.94,42.19,761,0,1,65638.05,360,5,3411.11,2,1,0.20223296598798915,0.051968484743224394,15635.74,27047.21
504,43,0,0,0,0,2,2.4,53871.52,128888.99,22542.5,763832.69,41.84,718,1,0,731336.75,36,1,4832.16,0,0,1.131297746316916,0.006607298211118202,31329.019999999997,53871.52
588,23,0,1,1,0,4,0.0,10000.0,63223.83,1263.52,43704.88,12.64,706,0,0,67969.07,360,1,121325.7,2,1,0.5664089166666667,1.7850133891783422,8736.48,5000.0
944,27,1,0,0,0,2,6.3,86798.85,382341.79,45772.35,1781644.83,52.73,549,1,1,669519.97,180,1,2262.88,2,0,0.6427888253511806,0.0033798543753668767,41026.50000000001,86798.85
216,43,1,1,1,0,3,1.3,75809.22,170314.23,11627.12,439612.63,15.34,497,0,1,659290.32,36,5,4513.53,2,0,0.7247253038614564,0.0068460431817048365,64182.1,37904.61
968,48,0,0,2,0,2,17.7,88497.79,456234.18,20213.59,1009502.48,22.84,733,0,0,1042523.44,36,5,1260882.37,2,1,0.9816850040360706,1.2094522977823887,68284.2,29499.263333333332
83,50,0,0,0,1,2,2.8,33835.93,71223.7,5609.14,306934.61,16.58,716,1,0,370010.41,120,3,335.45,1,1,0.9112857495961638,0.0009065961144174295,28226.79,33835.93
963,65,1,0,2,0,0,1.9,134322.59,455992.39,32317.7,1631204.55,24.06,589,1,0,3551421.83,24,4,2209.61,2,1,2.2032914878031065,0.0006221761609208783,102004.89,44774.19666666666
635,59,1,0,0,1,4,0.0,10000.0,52385.86,2191.89,82254.62,21.92,494,0,3,185461.66,300,5,1952.59,0,0,1.5455138333333334,0.010528267675378296,7808.110000000001,10000.0
315,38,1,0,1,0,2,3.9,44828.93,33488.29,14718.31,585606.79,32.83,578,0,2,514743.12,360,5,2731.16,1,0,0.9568655776526452,0.0053058698482458585,30110.620000000003,22414.465
512,56,0,0,2,1,2,34.0,73395.27,476490.59,38089.01,1455029.81,51.9,721,1,0,1319668.97,120,0,1018.4,1,1,1.498358329721611,0.0007717086808519867,35306.26,24465.09
121,25,0,1,1,0,0,0.4,239965.42,875398.84,51635.65,2906425.07,21.52,562,1,0,4074054.57,300,1,741.21,1,1,1.4148061312334084,0.00018193423462170268,188329.77000000002,119982.71
805,59,1,0,2,0,2,24.7,50205.34,100387.49,19749.43,818401.53,39.34,560,1,0,1472097.48,120,4,4096.46,1,1,2.4434609943882464,0.0027827369149494097,30455.909999999996,16735.11333333333
846,38,0,1,1,1,0,0.1,287381.5,670319.83,93244.6,3000000.0,32.45,440,0,1,637806.55,120,5,1078.37,1,0,0.18494769438301817,0.0016907477667013609,194136.9,143690.75
862,55,1,0,0,0,3,19.5,28205.87,26082.24,10038.56,105235.64,35.59,512,0,1,348906.8,36,5,504.94,1,0,1.0308338890687174,0.0014472059587259407,18167.309999999998,28205.87
388,64,0,0,3,1,4,0.0,10000.0,31497.61,2794.76,158394.28,27.95,592,0,1,145788.06,360,3,142.94,1,0,1.2149005,0.0009804643809650803,7205.24,2500.0
950,52,0,0,0,0,2,1.2,52314.23,314509.15,3417.41,151991.6,6.53,649,0,0,1082004.69,180,6,1039277.09,2,0,1.723566561144071,0.9605107072132931,48896.82000000001,52314.23
23,62,1,1,0,0,1,20.2,30873.66,168551.52,4142.9,126758.14,13.42,900,0,0,3442229.66,120,2,6047920.04,2,1,9.29117155745923,1.7569774934772946,26730.760000000002,30873.66
606,21,1,1,0,1,0,1.3,49781.92,280919.63,16388.63,785030.77,32.92,732,1,0,4777840.16,24,2,3910319.39,2,1,7.997950795523087,0.818428256084649,33393.28999999999,49781.92
542,28,1,0,1,0,4,0.0,10000.0,71798.7,2834.52,51756.26,28.35,734,1,0,90845.34,180,5,1456.92,1,0,0.7570445,0.016037366363536094,7165.48,5000.0
725,49,0,1,1,1,3,0.2,10504.08,73201.12,7028.54,151929.34,66.91,465,0,4,88673.23,24,3,4420.35,1,0,0.7034824404739238,0.049849881412913466,3475.54,5252.04
175,45,0,0,1,1,2,5.8,119528.45,838896.19,43672.01,651235.45,36.54,586,1,0,934918.11,24,5,2414.47,2,1,0.6518100293277459,0.0025825470425425816,75856.44,59764.225
305,26,1,1,0,1,2,6.9,81330.32,390056.73,24159.61,293598.3,29.71,684,0,0,1334660.38,12,0,1635440.75,2,1,1.3675305634274317,1.2253609790979185,57170.71000000001,81330.32
879,53,0,0,0,1,3,1.6,155166.79,555290.28,50236.01,1683474.81,32.38,643,1,0,10000000.0,360,2,13736776.83,0,1,5.370565011580979,1.373677683,104930.78,155166.79
378,23,0,1,0,0,2,4.2,101465.73,646662.18,42235.18,769456.62,41.63,624,1,0,1217869.07,12,1,972.36,2,1,1.0002302173025974,0.0007984109490521834,59230.549999999996,101465.73
192,65,1,1,1,0,2,8.8,47734.91,191269.62,6483.97,196856.38,13.58,491,1,3,596209.05,180,5,2539.78,2,0,1.040833375405966,0.004259881663990173,41250.94,23867.455
798,28,1,0,0,0,3,4.3,99311.61,739862.22,38998.31,2226348.75,39.27,633,0,0,3295774.65,120,0,5330115.18,2,0,2.7655164134384687,1.6172571689632966,60313.3,99311.61
670,41,1,0,1,1,2,4.7,134031.33,849597.91,66988.53,925073.22,49.98,596,1,0,1562239.76,60,6,2298918.66,0,1,0.9713150400482236,1.4715530348555461,67042.79999999999,67015.665
1018,58,1,0,0,0,4,0.0,10000.0,61685.03,4825.64,263244.21,48.26,668,0,1,612446.72,480,2,841851.9,2,0,5.103722666666666,1.374571652534934,5174.36,10000.0
506,44,0,1,1,0,0,6.6,205190.69,1379786.71,66601.7,1409121.21,32.46,625,0,4,10000000.0,360,2,2773.31,2,0,4.061262883483326,0.000277331,138588.99,102595.345
900,54,0,0,0,0,0,26.5,121348.27,170130.64,11269.73,361022.23,9.29,670,1,1,1631346.52,300,5,2429.26,2,1,1.1202923892803196,0.0014891134226957497,110078.54000000001,121348.27
932,52,1,1,0,0,0,9.0,351275.24,2623565.05,70044.36,1656989.49,19.94,564,0,1,10000000.0,180,0,8850496.08,1,0,2.3723087722702383,0.885049608,281230.88,351275.24
907,63,1,0,1,0,4,0.0,10000.0,15805.28,1524.24,36445.48,15.24,718,1,0,92778.57,360,3,151625.98,2,0,0.7731547500000001,1.6342780450269927,8475.76,5000.0
1120,41,1,0,0,1,3,1.4,57858.86,417222.88,13017.33,223701.97,22.5,573,1,1,3616824.18,120,0,4042073.55,0,1,5.209262937430845,1.1175753503174157,44841.53,57858.86
335,65,1,0,1,0,2,3.9,49899.49,104563.62,30478.65,1364288.27,61.08,536,1,0,511519.69,36,5,899252.71,1,0,0.8542500300771277,1.7580021406409594,19420.839999999997,24949.745
1071,44,1,1,0,0,2,13.6,29569.26,214119.06,7556.83,118326.74,25.56,719,0,0,205833.87,180,5,3167.77,2,1,0.5800896775908494,0.015389935582516133,22012.43,29569.26
892,61,0,0,0,1,2,9.5,73502.85,450026.66,9776.9,402824.21,13.3,741,0,0,3992528.58,180,2,4333553.45,0,1,4.526500877176871,1.0854157617576778,63725.950000000004,73502.85
237,53,0,1,0,0,4,0.0,10000.0,14969.52,3088.32,80594.66,30.88,591,0,0,188262.64,360,6,322071.78,1,0,1.5688553333333335,1.7107578009104727,6911.68,10000.0
39,26,0,1,1,0,3,4.8,207869.35,1320477.58,75755.81,3000000.0,36.44,676,1,0,10000000.0,240,2,1198.62,0,1,4.008928364539233,0.00011986199999999999,132113.54,103934.675
1081,49,1,0,0,1,2,25.5,68576.9,375624.83,43048.17,2272996.41,62.77,565,1,0,5061663.92,36,2,4289947.18,0,1,6.1508368950283066,0.8475369459140226,25528.729999999996,68576.9
464,60,1,1,0,1,4,0.0,10000.0,25501.4,1611.7,61777.79,16.12,688,1,0,146631.05,120,3,138431.73,0,1,1.2219254166666667,0.9440819662683997,8388.3,10000.0
665,26,0,0,2,0,2,6.4,44924.04,110242.64,20107.0,666785.93,44.76,662,1,0,614736.38,24,1,4304.35,0,0,1.140325573271386,0.007001944475776755,24817.04,14974.68
377,58,1,0,2,0,2,23.9,77551.61,246131.05,21253.11,1151990.11,27.41,662,0,0,6121420.22,60,2,6561708.51,2,1,6.5777918945417975,1.071925839784938,56298.5,25850.536666666667
148,25,1,1,0,0,0,0.3,82589.61,313365.45,43951.49,2026371.53,53.22,663,1,1,3171197.17,60,0,1860.26,2,1,3.1997539500832284,0.0005866112702162887,38638.12,82589.61
974,60,0,0,2,0,1,27.0,21176.32,69310.87,8680.85,392224.0,40.99,481,0,2,331809.7,12,6,4484.46,2,0,1.3057419010164815,0.013515156428519118,12495.47,7058.7733333333335
667,56,0,0,2,0,2,33.7,56404.48,261421.73,20948.82,281909.09,37.14,887,1,0,4454421.58,180,2,7853698.72,2,1,6.581069417417434,1.7631242528238649,35455.66,18801.493333333336
264,27,0,0,0,0,0,7.1,150815.13,78978.87,83340.26,3000000.0,55.26,655,0,0,9056110.93,36,2,7694944.16,1,0,5.00398011017418,0.849696323231765,67474.87000000001,150815.13
210,53,1,0,1,0,3,9.0,148303.33,712386.67,113886.13,3000000.0,76.79,632,1,0,277899.73,36,3,3281.74,1,0,0.15615502924535365,0.011809079483452539,34417.19999999998,74151.665
485,26,0,1,0,0,0,3.8,40198.25,263307.75,7724.24,394542.44,19.22,868,0,2,644828.84,120,6,2197.96,1,1,1.3367680599694431,0.0034085944418987216,32474.010000000002,40198.25
799,46,1,0,1,1,2,16.7,116642.89,751087.5,26403.8,1178521.42,22.64,711,0,0,5837393.42,120,2,3119.71,1,1,4.170416659486632,0.00053443545355557,90239.09,58321.445
1029,62,1,1,1,0,2,34.0,54973.42,417779.37,10621.41,312878.23,19.32,631,1,1,1955263.84,240,0,2570381.2,1,1,2.9639533675244025,1.3145955790805195,44352.009999999995,27486.71
625,30,1,0,1,0,2,0.7,67822.88,75841.13,32793.92,1652471.29,48.35,645,0,0,4796259.93,24,2,4409554.92,0,1,5.893119364733552,0.9193736336971212,35028.96000000001,33911.44
602,28,0,0,3,0,2,0.7,34014.78,91389.04,15788.57,421626.13,46.42,595,0,2,1650940.66,24,2,1619.59,2,0,4.044664946630063,0.000981010425898651,18226.21,8503.695
890,40,1,0,2,1,3,3.4,56584.7,213674.22,3944.71,85005.25,6.97,700,1,1,518380.33,120,6,417521.53,2,1,0.7634282912754391,0.805434747109328,52639.99,18861.566666666666
687,37,0,0,1,1,2,7.4,107699.6,593077.97,23021.16,1027290.6,21.38,664,1,1,2571918.8,120,6,3216710.15,0,1,1.990040507733238,1.2507043962663207,84678.44,53849.8
905,23,0,1,0,0,2,2.2,101801.22,119035.32,34995.7,1521533.62,34.38,715,0,0,3838974.81,12,0,3467135.87,0,0,3.1425415874190894,0.9031410836477982,66805.52,101801.22
139,41,0,0,0,1,0,4.2,194581.65,935768.55,4787.8,219468.71,2.46,711,0,0,10000000.0,360,2,8088148.92,1,1,4.282692295667826,0.808814892,189793.85,194581.65
385,32,1,0,1,0,4,0.0,10000.0,41533.79,3962.31,174806.2,39.62,572,1,1,703295.3,36,2,2273.76,2,0,5.860794166666667,0.0032330089508631724,6037.6900000000005,5000.0
128,26,0,0,3,1,2,3.9,64789.4,338570.21,8545.33,431371.06,13.19,647,1,0,5834913.56,36,2,6271633.27,2,1,7.504974527726242,1.0748459605286766,56244.07,16197.35
797,33,1,1,0,0,3,6.5,18413.63,10123.5,5605.92,214463.26,30.44,440,0,0,364851.71,12,6,461986.33,1,0,1.6511849736671513,1.2662304090612595,12807.710000000001,18413.63
530,21,1,1,0,0,2,2.8,46575.99,187945.77,14269.74,840209.59,30.64,638,0,1,2687561.38,120,2,3676068.69,0,0,4.808560125792996,1.367808273089562,32306.25,46575.99
824,62,1,0,1,0,0,12.3,53704.23,408261.57,17326.06,187833.9,32.26,636,0,0,2825822.06,180,2,4140324.81,2,0,4.384853328437381,1.4651753444093363,36378.17,26852.115
869,65,0,0,0,0,2,32.3,50358.99,85022.39,25133.54,1191544.95,49.91,689,0,1,261558.4,12,3,214.96,1,0,0.43282308349181214,0.000821843228892668,25225.449999999997,50358.99
805,37,0,1,1,1,2,16.8,69160.26,100311.0,16347.33,242520.99,23.64,759,1,0,2614654.31,180,0,1615.28,2,1,3.1504777334074032,0.0006177795641367213,52812.92999999999,34580.13
310,60,0,0,3,0,0,26.9,177696.34,911784.17,15568.27,444929.48,8.76,730,0,1,10000000.0,120,2,13045946.21,2,1,4.68964826925154,1.3045946210000001,162128.07,44424.085
180,41,1,0,0,0,0,22.4,135424.59,921627.38,38627.47,1845412.41,28.52,611,1,0,2265076.03,60,4,2941.17,1,1,1.393811388561954,0.0012984862146106417,96797.12,135424.59
560,62,1,0,3,1,3,20.4,33472.41,203329.13,13325.81,626300.22,39.81,530,0,2,2165862.41,60,2,3812689.26,2,0,5.3921583228296575,1.7603561714707443,20146.600000000006,8368.1025
593,28,1,1,0,0,0,2.5,83978.86,602941.35,51723.04,3000000.0,61.59,688,1,1,1026407.14,36,1,842112.76,0,0,1.0185173784608808,0.8204470986045557,32255.82,83978.86
76,33,0,0,2,0,1,28.2,44626.31,65693.84,22772.82,1357115.83,51.03,715,0,0,1299519.23,36,4,1889670.36,1,0,2.426668688642791,1.4541303555777316,21853.489999999998,14875.436666666666
639,54,0,0,2,0,3,27.1,78866.54,92853.86,34777.91,673340.76,44.1,698,0,0,1038721.99,360,6,1703283.92,2,0,1.0975524707098008,1.6397880630215598,44088.62999999999,26288.846666666665
2,30,0,1,1,0,2,2.2,54772.09,160843.32,22753.3,1053420.92,41.54,715,1,0,4083308.55,24,0,6801667.07,0,1,6.212574917261693,1.665724494417646,32018.789999999997,27386.045
834,58,1,1,1,1,2,16.8,74540.17,161836.92,18694.62,283424.9,25.08,591,1,0,3740860.14,120,2,4786.85,1,1,4.182152321359074,0.0012796121268516605,55845.55,37270.085
168,40,1,0,3,1,2,16.7,85897.52,201406.29,20698.93,952196.6,24.1,680,1,0,842962.24,360,4,2271.9,2,1,0.8177983873496386,0.002695138515338481,65198.590000000004,21474.38
237,39,1,0,2,0,4,0.0,10000.0,11404.59,3767.3,143131.83,37.67,695,0,0,873243.66,60,2,1181167.04,2,0,7.2770305,1.3526202297306116,6232.7,3333.3333333333335
